Episode,Total Reward,Requests Served,Average Waiting
2095,-10366534.0,56,67.56
2096,-10879571.0,47,65.82
2097,-10473026.0,57,67.12
2098,-11226895.0,50,70.42
2099,-11313800.0,41,75.32
2100,-10919644.0,46,72.32
2101,-12693381.0,49,81.1
2102,-10026519.0,49,66.67
2103,-11677284.0,48,74.24
2104,-13792368.0,46,83.37
2105,-11193577.0,60,74.32
2106,-10532020.0,46,73.2
2107,-10621854.0,44,72.01
2108,-9489317.0,59,64.99
2109,-12558509.0,41,87.79
2110,-12986434.0,43,77.45
2111,-11378976.0,41,75.53
2112,-10786525.0,36,71.86
2113,-10216185.0,53,72.43
2114,-13345690.0,44,82.42
2115,-14370687.0,44,89.64
2116,-9845115.0,40,74.54
2117,-12520557.0,38,79.15
2118,-10560451.0,46,75.97
2119,-11379195.0,41,77.03
2120,-11615892.0,54,79.9
2121,-10365259.0,48,72.33
2122,-11905604.0,46,70.52
2123,-14426674.0,37,87.21
2124,-11729868.0,36,77.38
2125,-12371982.0,46,75.83
2126,-12645269.0,39,80.3
2127,-12303228.0,44,74.09
2128,-12058772.0,43,82.28
2129,-10137863.0,52,68.94
2130,-11020458.0,46,68.59
2131,-13025476.0,42,81.01
2132,-13183613.0,55,81.51
2133,-13220598.0,48,86.04
2134,-9378780.0,38,66.42
2135,-12646164.0,50,80.7
2136,-11174554.0,54,77.67
2137,-11635505.0,40,77.63
2138,-11318042.0,42,71.64
2139,-14356062.0,49,94.41
2140,-12587579.0,46,78.22
2141,-13530548.0,55,83.96
2142,-13167874.0,47,80.17
2143,-10652298.0,55,68.9
2144,-11719317.0,50,78.35
2145,-10955714.0,34,74.85
2146,-11767176.0,60,74.62
2147,-12719253.0,47,74.46
2148,-13025786.0,41,72.95
2149,-13108291.0,43,89.52
2150,-12492121.0,45,79.78
2151,-11727423.0,55,80.71
2152,-11770421.0,45,79.73
2153,-10733860.0,43,72.83
2154,-12753716.0,38,76.74
2155,-12314905.0,54,79.27
2156,-11620991.0,48,73.45
2157,-12422167.0,43,84.41
2158,-12131188.0,58,79.09
2159,-11801056.0,37,73.28
2160,-12596584.0,35,81.92
2161,-10920147.0,35,72.24
2162,-10747804.0,51,66.92
2163,-14419373.0,51,92.13
2164,-11812019.0,45,74.1
2165,-13263507.0,40,83.36
2166,-10519414.0,38,71.66
2167,-11658247.0,40,77.97
2168,-11441774.0,41,81.08
2169,-11783176.0,39,78.87
2170,-12950343.0,52,83.06
2171,-11013215.0,46,71.74
2172,-12279654.0,51,78.88
2173,-11954487.0,52,76.71
2174,-9788416.0,44,66.76
2175,-11646535.0,49,75.34
2176,-12652677.0,51,78.82
2177,-12601106.0,51,77.51
2178,-10922130.0,43,75.0
2179,-10234371.0,49,68.16
2180,-10970836.0,55,76.04
2181,-11026761.0,38,73.99
2182,-13668896.0,58,88.15
2183,-12302833.0,49,78.08
2184,-13612606.0,57,87.17
2185,-11638793.0,40,76.57
2186,-10350032.0,39,72.17
2187,-10671997.0,48,69.25
2188,-11900809.0,39,73.02
2189,-13348168.0,47,84.3
2190,-10937074.0,36,68.59
2191,-9752421.0,37,65.46
2192,-11528543.0,57,69.16
2193,-9514123.0,55,62.72
2194,-13425754.0,46,86.29
2195,-10523488.0,49,67.4
2196,-13692593.0,47,84.18
2197,-12267814.0,50,77.21
2198,-10473660.0,35,70.95
2199,-12457223.0,54,77.8
2200,-13691889.0,49,89.6
2201,-12405046.0,41,80.62
2202,-10658917.0,55,65.67
2203,-15836546.0,47,97.98
2204,-8896087.0,36,65.09
2205,-13232195.0,43,79.15
2206,-10194745.0,44,71.94
2207,-12152701.0,50,78.22
2208,-12019495.0,52,82.26
2209,-9144827.0,49,62.26
2210,-10972607.0,47,78.96
2211,-10287532.0,43,69.95
2212,-9295171.0,55,61.54
2213,-11759355.0,56,73.86
2214,-14582148.0,43,81.68
2215,-14398077.0,33,88.99
2216,-10720260.0,54,74.78
2217,-14814520.0,53,92.57
2218,-13197460.0,47,83.55
2219,-11752385.0,47,76.19
2220,-12339753.0,35,86.3
2221,-14035302.0,46,84.75
2222,-11072589.0,59,69.55
2223,-10765339.0,43,74.69
2224,-11521968.0,48,72.64
2225,-10340347.0,44,74.02
2226,-12768243.0,46,83.71
2227,-12709188.0,36,82.55
2228,-12356309.0,47,76.82
2229,-13816010.0,47,87.09
2230,-14832378.0,44,92.16
2231,-11290128.0,47,75.18
2232,-10866964.0,39,68.62
2233,-13761846.0,47,86.11
2234,-13403303.0,45,85.98
2235,-10321322.0,39,68.05
2236,-11505264.0,47,75.92
2237,-10956042.0,45,69.26
2238,-12424373.0,44,75.98
2239,-12620368.0,47,78.21
2240,-13246148.0,39,81.77
2241,-11244301.0,44,72.22
2242,-9894134.0,39,66.22
2243,-11152974.0,43,69.17
2244,-10862241.0,56,69.95
2245,-11922343.0,52,77.09
2246,-10050875.0,43,71.82
2247,-12768653.0,55,81.92
2248,-11999699.0,59,75.0
2249,-13429586.0,59,80.89
2250,-12781959.0,44,79.3
2251,-8329091.0,38,56.8
2252,-11202533.0,53,78.06
2253,-12651625.0,49,81.41
2254,-11877847.0,61,77.07
2255,-12449420.0,41,77.87
2256,-11017484.0,48,74.82
2257,-11615852.0,48,70.33
2258,-11398000.0,42,71.98
2259,-14003820.0,52,86.47
2260,-13078274.0,52,80.28
2261,-11525834.0,49,74.15
2262,-10912497.0,40,68.83
2263,-11140469.0,44,70.12
2264,-12232386.0,45,78.58
2265,-9586023.0,63,66.98
2266,-10169339.0,36,73.98
2267,-12932608.0,39,81.26
2268,-13459798.0,44,83.2
2269,-9698116.0,46,66.96
2270,-11401423.0,51,75.96
2271,-10650092.0,37,69.04
2272,-13305663.0,45,84.11
2273,-9637639.0,47,69.72
2274,-11765119.0,35,74.1
2275,-11021489.0,52,72.48
2276,-12711626.0,47,82.83
2277,-11137964.0,58,72.86
2278,-11489374.0,44,75.11
2279,-10673740.0,59,74.32
2280,-11072581.0,44,71.05
2281,-12284340.0,51,74.96
2282,-10410015.0,45,72.79
2283,-11780357.0,49,79.01
2284,-11227945.0,53,73.01
2285,-12734786.0,36,84.13
2286,-12002262.0,49,80.82
2287,-11262646.0,46,73.67
2288,-11525839.0,46,77.31
2289,-13445632.0,48,82.3
2290,-15259782.0,44,92.63
2291,-12162760.0,50,80.98
2292,-10312282.0,46,72.27
2293,-10202266.0,50,63.37
2294,-12879737.0,44,83.99
2295,-11055629.0,42,71.67
2296,-11901978.0,49,78.71
2297,-12679680.0,50,82.92
2298,-10676580.0,54,65.18
2299,-11042372.0,58,70.24
2300,-10170904.0,53,71.43
2301,-11227531.0,43,79.38
2302,-12106580.0,50,76.4
2303,-14005495.0,42,89.12
2304,-12912928.0,44,86.61
2305,-11622190.0,52,79.58
2306,-10665317.0,39,77.74
2307,-13455780.0,47,84.11
2308,-12014813.0,41,82.15
2309,-11906677.0,46,80.6
2310,-12198037.0,51,78.47
2311,-10338168.0,50,73.67
2312,-10925568.0,49,71.51
2313,-10626671.0,44,71.06
2314,-13773819.0,51,86.95
2315,-11935247.0,54,73.08
2316,-12372058.0,42,79.63
2317,-11234955.0,62,71.03
2318,-10267466.0,45,70.38
2319,-10790709.0,51,72.35
2320,-12888936.0,47,78.6
2321,-13648131.0,50,83.97
2322,-11044363.0,47,69.91
2323,-11364668.0,51,74.9
2324,-10751360.0,57,75.86
2325,-13727219.0,43,82.5
2326,-12130988.0,49,76.51
2327,-12243541.0,40,76.9
2328,-11204261.0,49,74.62
2329,-11362054.0,38,77.57
2330,-10044960.0,48,69.76
2331,-11882214.0,35,78.81
2332,-11562930.0,54,74.37
2333,-12080210.0,41,80.74
2334,-12327898.0,43,77.65
2335,-10163241.0,51,66.83
2336,-11019788.0,37,72.24
2337,-11257374.0,39,72.26
2338,-13246742.0,49,81.65
2339,-12033056.0,41,76.23
2340,-12788759.0,41,83.96
2341,-13510731.0,57,86.13
2342,-13269419.0,39,82.86
2343,-12642127.0,52,75.81
2344,-11250055.0,37,77.47
2345,-12727296.0,47,83.98
2346,-13127357.0,45,78.99
2347,-12661415.0,37,77.64
2348,-11450616.0,50,68.74
2349,-10334228.0,47,73.9
2350,-12716482.0,43,80.85
2351,-9750914.0,49,63.83
2352,-10465832.0,45,69.9
2353,-9867995.0,56,67.15
2354,-9915385.0,37,62.47
2355,-14135099.0,41,89.54
2356,-9811352.0,53,60.93
2357,-10791651.0,48,76.26
2358,-9696998.0,41,62.58
2359,-12094119.0,43,75.4
2360,-9242474.0,54,66.43
2361,-13261235.0,43,79.1
2362,-12235373.0,43,81.6
2363,-11642108.0,48,75.56
2364,-11994971.0,42,76.23
2365,-10039680.0,39,68.89
2366,-14956761.0,47,94.47
2367,-12019575.0,38,76.28
2368,-11118515.0,47,73.33
2369,-11448055.0,43,77.79
2370,-11134108.0,51,76.4
2371,-10363273.0,50,68.72
2372,-11484450.0,42,77.26
2373,-10608568.0,53,68.81
2374,-12247641.0,39,80.55
2375,-12647223.0,58,80.01
2376,-10424037.0,55,72.37
2377,-9982509.0,43,71.0
2378,-10984027.0,42,69.25
2379,-12500312.0,48,79.14
2380,-11957734.0,43,77.66
2381,-10159881.0,31,64.82
2382,-11936858.0,46,75.0
2383,-11841923.0,42,74.36
2384,-11776187.0,43,76.88
2385,-11660485.0,47,74.13
2386,-11005195.0,45,75.21
2387,-12812986.0,51,79.85
2388,-9150447.0,40,56.05
2389,-11577599.0,43,75.75
2390,-9824802.0,39,68.84
2391,-12551021.0,48,87.28
2392,-11770120.0,61,77.53
2393,-11930107.0,50,73.74
2394,-9584884.0,45,68.87
2395,-10741107.0,50,70.92
2396,-12592038.0,48,84.64
2397,-10493081.0,48,69.03
2398,-8791893.0,54,65.06
2399,-10444848.0,49,72.26
2400,-11047764.0,45,68.73
2401,-12248760.0,57,77.21
2402,-13005361.0,43,85.0
2403,-11172737.0,45,73.8
2404,-10041371.0,46,71.1
2405,-12060338.0,43,74.26
2406,-12605378.0,47,81.18
2407,-10903754.0,43,68.38
2408,-10187471.0,42,68.33
2409,-14670686.0,48,89.18
2410,-11228449.0,45,75.42
2411,-12320799.0,51,77.68
2412,-9238579.0,55,63.49
2413,-9947375.0,45,75.18
2414,-11491158.0,35,77.07
2415,-10743835.0,53,66.97
2416,-12826547.0,40,76.72
2417,-11637486.0,41,70.24
2418,-10993136.0,56,68.98
2419,-12554693.0,48,72.22
2420,-10662245.0,55,69.62
2421,-11544347.0,46,78.77
2422,-12371410.0,43,73.19
2423,-13672869.0,46,85.89
2424,-10719522.0,38,73.42
2425,-11320632.0,53,77.14
2426,-11838884.0,42,75.13
2427,-12416600.0,49,77.11
2428,-11647341.0,45,74.0
2429,-12319491.0,43,74.5
2430,-11415081.0,42,70.03
2431,-13542841.0,46,85.24
2432,-12869792.0,34,85.74
2433,-10292941.0,42,68.89
2434,-14832942.0,38,87.76
2435,-12063499.0,47,80.25
2436,-11896605.0,46,80.73
2437,-11784976.0,51,77.63
2438,-11300178.0,45,73.96
2439,-12082304.0,47,77.18
2440,-9621047.0,44,68.77
2441,-9746987.0,56,69.75
2442,-10539063.0,51,71.55
2443,-12873681.0,48,82.59
2444,-11833232.0,44,79.06
2445,-10716512.0,39,67.23
2446,-10903685.0,53,71.3
2447,-12117180.0,49,81.85
2448,-11925090.0,39,77.2
2449,-13452071.0,40,82.02
2450,-13123877.0,43,83.07
2451,-12092308.0,53,76.4
2452,-11652159.0,48,73.96
2453,-10372821.0,53,68.7
2454,-12235588.0,38,71.67
2455,-11913268.0,45,75.54
2456,-8617318.0,49,59.99
2457,-12312929.0,51,78.34
2458,-13001211.0,43,80.31
2459,-9946844.0,48,66.92
2460,-9437156.0,44,64.1
2461,-12158791.0,52,79.21
2462,-12666138.0,46,77.86
2463,-13916317.0,47,84.75
2464,-10853503.0,45,69.6
2465,-11076082.0,42,73.14
2466,-9540834.0,30,60.22
2467,-12309626.0,33,76.88
2468,-11366399.0,50,76.82
2469,-12419782.0,44,79.87
2470,-11816435.0,52,77.31
2471,-11778489.0,48,79.85
2472,-11710206.0,46,76.27
2473,-14072689.0,51,86.32
2474,-10660564.0,52,68.17
2475,-11061114.0,46,70.08
2476,-10200903.0,47,72.08
2477,-12730953.0,41,86.01
2478,-11683695.0,47,78.8
2479,-10879717.0,40,70.08
2480,-11010937.0,40,72.08
2481,-15135585.0,53,94.84
2482,-12077852.0,43,80.0
2483,-10204362.0,37,69.64
2484,-9528746.0,52,65.91
2485,-11683905.0,42,73.91
2486,-9981894.0,45,66.23
2487,-13425701.0,47,82.74
2488,-13034656.0,58,81.31
2489,-13934712.0,39,86.36
2490,-12236162.0,57,82.18
2491,-10536735.0,47,71.26
2492,-10718935.0,54,76.36
2493,-11335851.0,35,73.43
2494,-9765719.0,50,67.51
2495,-12801322.0,48,75.4
2496,-11675926.0,43,75.04
2497,-11633964.0,38,76.53
2498,-8960163.0,43,60.98
2499,-9411283.0,44,63.97
2500,-14257846.0,44,91.15
2501,-12294404.0,46,78.16
2502,-10766426.0,52,72.99
2503,-12007937.0,49,78.78
2504,-12652564.0,50,80.05
2505,-11216481.0,45,80.38
2506,-10428738.0,30,69.3
2507,-12834187.0,48,79.76
2508,-10989802.0,44,70.22
2509,-12618044.0,41,77.96
2510,-10296426.0,35,69.69
2511,-11929892.0,52,77.18
2512,-8426776.0,53,62.21
2513,-10750663.0,40,70.71
2514,-10086310.0,40,62.81
2515,-10986523.0,49,72.94
2516,-11574931.0,50,76.74
2517,-12860328.0,44,77.7
2518,-11655187.0,43,71.56
2519,-9263421.0,55,64.71
2520,-10372807.0,41,67.16
2521,-9853654.0,51,71.6
2522,-13105169.0,53,85.5
2523,-12305120.0,54,79.65
2524,-12165617.0,43,77.18
2525,-11085917.0,54,67.01
2526,-10493223.0,36,70.6
2527,-9036589.0,47,58.74
2528,-13696641.0,48,84.44
2529,-11150882.0,35,75.57
2530,-15436922.0,48,91.51
2531,-11114165.0,47,72.77
2532,-12218683.0,52,76.48
2533,-11502117.0,43,75.66
2534,-11116106.0,45,73.67
2535,-11154473.0,46,67.34
2536,-11645168.0,43,72.65
2537,-10813125.0,46,75.04
2538,-11980243.0,43,82.95
2539,-12254346.0,56,81.21
2540,-8546054.0,36,62.47
2541,-13327825.0,46,81.05
2542,-10994565.0,51,69.26
2543,-12489249.0,42,78.34
2544,-11781333.0,48,75.83
2545,-10220569.0,44,69.09
2546,-12976503.0,44,77.26
2547,-13037688.0,37,80.42
2548,-11764507.0,49,77.55
2549,-12035876.0,38,78.09
2550,-9201132.0,47,63.48
2551,-13621084.0,63,81.63
2552,-14105227.0,52,85.81
2553,-8301005.0,41,53.99
2554,-10197499.0,42,72.31
2555,-12889574.0,56,77.89
2556,-13812871.0,37,88.64
2557,-12467554.0,49,84.85
2558,-13415881.0,51,82.63
2559,-9096409.0,46,64.06
2560,-15814247.0,52,99.92
2561,-12011020.0,53,74.39
2562,-12209799.0,43,75.99
2563,-12523752.0,52,78.8
2564,-11548555.0,40,79.18
2565,-11960873.0,45,75.45
2566,-11334430.0,54,72.18
2567,-13356467.0,49,81.35
2568,-12699668.0,49,81.76
2569,-12075355.0,51,77.57
2570,-11339107.0,45,72.41
2571,-9743024.0,45,65.66
2572,-12465867.0,43,77.35
2573,-13038485.0,45,89.1
2574,-12474670.0,56,79.41
2575,-11308279.0,37,73.79
2576,-11559083.0,51,79.06
2577,-10263316.0,48,68.03
2578,-11112044.0,41,73.71
2579,-13227376.0,42,81.26
2580,-12827853.0,43,82.57
2581,-12439328.0,50,83.55
2582,-8680495.0,51,56.39
2583,-10186664.0,54,68.09
2584,-11331003.0,58,68.24
2585,-12689195.0,51,76.47
2586,-11361157.0,53,74.7
2587,-11647859.0,46,78.55
2588,-11451279.0,44,68.14
2589,-9698662.0,56,69.46
2590,-9912182.0,47,67.3
2591,-10335780.0,38,63.7
2592,-10652784.0,41,69.48
2593,-11854128.0,52,75.72
2594,-9905640.0,49,68.87
2595,-13199046.0,48,77.44
2596,-11368232.0,49,73.84
2597,-9693240.0,54,66.97
2598,-13170055.0,40,80.32
2599,-10982384.0,39,78.45
2600,-12266263.0,42,82.4
2601,-12550148.0,47,76.4
2602,-13581703.0,51,87.61
2603,-12017023.0,42,78.97
2604,-10167889.0,48,67.49
2605,-10582382.0,44,73.17
2606,-11535412.0,44,74.89
2607,-12460645.0,44,75.77
2608,-14463185.0,50,90.26
2609,-12438360.0,42,77.76
2610,-10498893.0,46,66.64
2611,-10212983.0,46,69.92
2612,-10109878.0,41,71.14
2613,-11400628.0,40,74.06
2614,-12256986.0,38,80.41
2615,-10846860.0,50,71.76
2616,-13214076.0,49,80.42
2617,-11966996.0,41,70.39
2618,-12937029.0,52,83.42
2619,-13396097.0,37,80.88
2620,-12933430.0,48,83.07
2621,-12642053.0,40,83.89
2622,-9708948.0,47,73.48
2623,-11305522.0,45,76.06
2624,-10870264.0,47,71.06
2625,-13053652.0,43,80.64
2626,-9822338.0,55,70.06
2627,-12849076.0,52,85.82
2628,-10830867.0,51,71.23
2629,-15590925.0,46,96.17
2630,-9997363.0,51,66.21
2631,-12956615.0,47,81.66
2632,-9552513.0,55,66.67
2633,-13404097.0,44,83.23
2634,-12737076.0,45,76.74
2635,-10870647.0,45,71.69
2636,-11133336.0,43,72.34
2637,-10311284.0,47,70.33
2638,-12111164.0,54,77.51
2639,-13018587.0,57,91.75
2640,-12058288.0,44,80.97
2641,-12667923.0,45,81.28
2642,-12781454.0,45,81.81
2643,-14491425.0,44,94.51
2644,-11494233.0,47,78.06
2645,-12612942.0,42,80.4
2646,-9712292.0,40,64.11
2647,-10528002.0,41,68.67
2648,-11536204.0,59,76.06
2649,-9504393.0,38,64.2
2650,-13887076.0,56,86.56
2651,-12635115.0,50,82.61
2652,-13198487.0,45,83.14
2653,-10224494.0,49,71.59
2654,-11592656.0,49,74.96
2655,-12528856.0,44,75.3
2656,-12536105.0,37,79.7
2657,-10461419.0,52,73.4
2658,-11363271.0,55,77.56
2659,-11689684.0,53,77.04
2660,-11819373.0,60,76.54
2661,-10769335.0,54,68.98
2662,-13199710.0,44,80.12
2663,-10368556.0,55,64.38
2664,-11357041.0,42,70.75
2665,-10688765.0,56,73.68
2666,-11440972.0,56,72.12
2667,-9554502.0,53,64.83
2668,-15072138.0,44,97.39
2669,-8880489.0,51,62.88
2670,-12724955.0,38,83.11
2671,-12812932.0,45,81.83
2672,-11375163.0,36,70.45
2673,-13007891.0,60,80.53
2674,-11691845.0,49,78.09
2675,-10785602.0,42,66.22
2676,-13224224.0,46,84.18
2677,-12680913.0,44,80.28
2678,-9511280.0,38,60.31
2679,-10250870.0,42,67.61
2680,-11279987.0,43,73.43
2681,-11560355.0,41,76.67
2682,-9870387.0,51,68.41
2683,-12569948.0,41,78.16
2684,-15986945.0,50,87.05
2685,-11718915.0,55,77.22
2686,-11466641.0,45,74.76
2687,-13557588.0,50,85.91
2688,-10721767.0,53,71.44
2689,-12359696.0,43,80.52
2690,-13825022.0,46,85.58
2691,-11141996.0,53,77.26
2692,-13116870.0,49,84.18
2693,-10339638.0,59,67.85
2694,-10717167.0,56,77.69
2695,-10141876.0,45,73.28
2696,-11434392.0,56,76.8
2697,-11657338.0,46,77.5
2698,-13289205.0,55,80.01
2699,-11573529.0,46,73.41
2700,-10953644.0,46,80.09
2701,-10711824.0,49,71.67
2702,-10122564.0,50,64.7
2703,-12084453.0,47,80.73
2704,-12425112.0,48,73.12
2705,-9589799.0,46,70.21
2706,-11075800.0,49,72.35
2707,-9256710.0,53,61.06
2708,-12754811.0,47,72.69
2709,-9296757.0,47,64.71
2710,-12163803.0,49,83.02
2711,-11944874.0,41,81.02
2712,-12870502.0,38,80.93
2713,-11594147.0,48,78.26
2714,-14422263.0,48,83.41
2715,-11452652.0,53,78.64
2716,-13834355.0,52,85.65
2717,-11212454.0,45,72.75
2718,-12668259.0,44,77.49
2719,-10616380.0,55,72.49
2720,-12209363.0,43,78.08
2721,-11421465.0,49,69.4
2722,-10853556.0,41,74.24
2723,-11260876.0,48,68.22
2724,-9750705.0,38,62.62
2725,-9186367.0,50,64.46
2726,-12944547.0,37,78.94
2727,-10441019.0,42,65.6
2728,-12480467.0,58,78.83
2729,-12690001.0,50,79.7
2730,-11394724.0,45,74.1
2731,-12488985.0,57,77.21
2732,-11732055.0,48,82.04
2733,-12868766.0,52,85.76
2734,-12891151.0,36,83.64
2735,-12289225.0,59,77.25
2736,-11243664.0,49,74.69
2737,-13061502.0,60,82.06
2738,-14117032.0,43,88.29
2739,-12326237.0,44,74.91
2740,-11017793.0,53,71.01
2741,-11294733.0,47,75.27
2742,-9820767.0,42,71.37
2743,-7470671.0,48,59.06
2744,-11298985.0,54,75.82
2745,-8741865.0,41,60.77
2746,-9632542.0,59,68.21
2747,-15299729.0,44,93.09
2748,-11184749.0,46,76.95
2749,-11723054.0,53,79.35
2750,-10457355.0,47,71.76
2751,-10254230.0,39,70.37
2752,-11672381.0,47,76.57
2753,-11859869.0,42,76.96
2754,-13834483.0,46,85.27
2755,-11317354.0,42,69.05
2756,-12736623.0,48,83.96
2757,-8505155.0,38,63.62
2758,-13759088.0,43,87.83
2759,-12168608.0,41,74.35
2760,-11945228.0,41,78.49
2761,-12164965.0,40,79.66
2762,-12459832.0,40,76.54
2763,-9692155.0,42,61.63
2764,-9892189.0,43,64.04
2765,-12199935.0,48,78.06
2766,-9299814.0,33,63.84
2767,-12213648.0,55,78.25
2768,-11596888.0,37,76.04
2769,-10641305.0,52,66.7
2770,-12464502.0,43,82.33
2771,-12910874.0,50,79.61
2772,-11232112.0,50,72.62
2773,-14361835.0,42,82.47
2774,-14781982.0,56,92.45
2775,-9593477.0,48,69.52
2776,-12380493.0,56,80.58
2777,-12723247.0,56,81.14
2778,-8923872.0,41,61.44
2779,-10638663.0,44,69.81
2780,-9889559.0,51,66.72
2781,-10613538.0,45,67.44
2782,-10794314.0,44,65.95
2783,-9214771.0,38,60.73
2784,-12493731.0,51,81.51
2785,-9132373.0,44,64.28
2786,-10864004.0,43,73.2
2787,-13678432.0,46,84.0
2788,-10646936.0,40,70.97
2789,-10001370.0,45,70.55
2790,-12109857.0,47,76.95
2791,-12337011.0,45,81.79
2792,-11454224.0,57,77.72
2793,-11749191.0,55,80.74
2794,-12845707.0,49,82.55
2795,-12981224.0,43,80.63
2796,-13888743.0,46,87.36
2797,-11501223.0,48,74.67
2798,-14135281.0,47,82.97
2799,-13077359.0,40,86.28
2800,-12705552.0,54,79.2
2801,-10336850.0,40,67.86
2802,-12312212.0,41,84.76
2803,-12236166.0,57,73.27
2804,-11030569.0,49,73.34
2805,-11527315.0,43,70.11
2806,-11211421.0,44,70.69
2807,-11157933.0,44,72.45
2808,-10443321.0,49,72.82
2809,-14093658.0,46,84.89
2810,-9384895.0,44,64.03
2811,-10820590.0,49,67.39
2812,-13013601.0,41,76.13
2813,-13013510.0,51,86.74
2814,-10628409.0,38,71.5
2815,-9216778.0,59,64.3
2816,-9220839.0,47,65.85
2817,-10882656.0,44,68.09
2818,-10976057.0,51,76.57
2819,-11833042.0,53,77.63
2820,-10515542.0,66,73.32
2821,-9695436.0,43,65.66
2822,-12150655.0,51,77.14
2823,-11236942.0,45,72.66
2824,-11733899.0,46,75.41
2825,-10760030.0,48,69.57
2826,-9840184.0,46,66.01
2827,-10735462.0,47,73.18
2828,-10967419.0,54,72.58
2829,-13657534.0,56,88.62
2830,-12206975.0,50,84.21
2831,-10730286.0,62,69.48
2832,-11349724.0,50,73.81
2833,-10011446.0,46,66.27
2834,-11742967.0,49,77.35
2835,-14756379.0,43,91.19
2836,-12123355.0,37,80.05
2837,-8921800.0,38,58.49
2838,-13588169.0,39,81.44
2839,-15883941.0,49,95.43
2840,-10396870.0,60,70.61
2841,-13174460.0,53,87.71
2842,-8500152.0,54,63.28
2843,-11081471.0,45,70.56
2844,-10138471.0,50,68.03
2845,-9646976.0,43,68.77
2846,-8870255.0,50,61.4
2847,-9626400.0,48,72.7
2848,-10009419.0,51,66.11
2849,-9006486.0,43,69.27
2850,-12263118.0,49,80.58
2851,-10729516.0,52,75.61
2852,-12815667.0,42,87.13
2853,-10477173.0,56,71.25
2854,-8874418.0,40,65.68
2855,-11914224.0,42,79.05
2856,-12411659.0,49,83.47
2857,-12958626.0,59,77.59
2858,-10786980.0,47,75.1
2859,-12064114.0,49,76.17
2860,-10082442.0,40,67.44
2861,-13417788.0,55,85.32
2862,-10619681.0,47,83.67
2863,-14449635.0,42,89.93
2864,-11549255.0,44,78.66
2865,-11180222.0,45,75.35
2866,-12278116.0,50,80.8
2867,-11788020.0,49,76.56
2868,-10612216.0,44,70.2
2869,-11372343.0,47,76.86
2870,-10598199.0,51,76.65
2871,-9635264.0,49,64.09
2872,-11223436.0,42,68.97
2873,-11620259.0,43,76.27
2874,-10100727.0,36,64.83
2875,-9616112.0,40,63.96
2876,-12028333.0,54,78.37
2877,-10721604.0,43,67.86
2878,-11140064.0,43,72.56
2879,-10192016.0,47,67.15
2880,-9601223.0,55,59.22
2881,-10156594.0,59,70.38
2882,-13481906.0,42,80.28
2883,-12392667.0,44,76.74
2884,-11878560.0,52,71.82
2885,-13298044.0,36,86.49
2886,-14451066.0,44,93.23
2887,-15157042.0,43,88.18
2888,-14099573.0,53,84.74
2889,-9824022.0,43,66.12
2890,-11915016.0,46,72.45
2891,-13466010.0,44,83.98
2892,-13022298.0,66,82.46
2893,-13382560.0,45,81.15
2894,-12836317.0,46,82.27
2895,-11381394.0,54,77.39
2896,-12080048.0,55,74.46
2897,-10228264.0,48,68.21
2898,-13291972.0,49,85.36
2899,-12253316.0,58,77.18
2900,-10256727.0,42,65.69
2901,-12409827.0,44,82.67
2902,-11384195.0,59,71.38
2903,-11329026.0,41,79.91
2904,-10681347.0,43,70.05
2905,-11946639.0,54,73.94
2906,-12616960.0,42,79.05
2907,-11628373.0,46,75.0
2908,-13259265.0,45,84.27
2909,-12798423.0,46,81.23
2910,-10212155.0,47,66.39
2911,-13552653.0,42,88.95
2912,-10255693.0,43,64.96
2913,-14353276.0,45,86.81
2914,-14523523.0,47,88.04
2915,-11685550.0,43,72.69
2916,-12320880.0,51,79.83
2917,-14389485.0,47,85.51
2918,-11136617.0,41,76.74
2919,-10385643.0,39,70.63
2920,-13675807.0,37,82.99
2921,-9849493.0,54,68.01
2922,-12703512.0,48,77.04
2923,-13090706.0,44,83.89
2924,-13508180.0,37,84.06
2925,-11889010.0,56,82.48
2926,-14016501.0,51,85.48
2927,-10248928.0,38,72.18
2928,-11383388.0,54,68.06
2929,-8723592.0,53,67.0
2930,-13161714.0,44,80.32
2931,-12284550.0,43,73.95
2932,-11536894.0,48,83.81
2933,-12836283.0,44,82.15
2934,-13567027.0,48,86.2
2935,-11576218.0,45,74.6
2936,-13652487.0,49,82.43
2937,-10794916.0,49,74.48
2938,-12776021.0,49,85.98
2939,-10970199.0,51,71.09
2940,-12459474.0,37,80.56
2941,-10284529.0,51,63.86
2942,-11592100.0,53,76.84
2943,-10492728.0,41,69.97
2944,-11946125.0,57,75.35
2945,-13000112.0,43,80.88
2946,-9514894.0,44,69.92
2947,-11726410.0,34,76.55
2948,-14967633.0,49,89.86
2949,-11724114.0,53,79.13
2950,-11577027.0,50,70.95
2951,-10959997.0,56,75.22
2952,-10166669.0,34,71.91
2953,-13048262.0,50,75.99
2954,-11174798.0,55,75.03
2955,-11751110.0,46,74.82
2956,-11005279.0,41,70.18
2957,-13143699.0,54,81.35
2958,-11732359.0,45,74.23
2959,-13425185.0,44,84.25
2960,-13568478.0,45,86.66
2961,-12937816.0,53,85.8
2962,-11812503.0,54,76.81
2963,-10648617.0,55,68.03
2964,-12327938.0,47,77.62
2965,-11381883.0,41,71.34
2966,-11334895.0,42,78.08
2967,-11875658.0,49,74.99
