Episode,Total Reward,Requests Served,Average Waiting
1762,-8188518.0,47,60.05
1763,-12905398.0,32,85.28
1764,-10928749.0,37,78.04
1765,-10833985.0,57,74.02
1766,-9950039.0,68,72.34
1767,-11394011.0,65,81.6
1768,-10356693.0,56,68.29
1769,-11749070.0,35,78.69
1770,-10512857.0,50,77.89
1771,-12244275.0,40,83.55
1772,-14330516.0,43,90.2
1773,-10213726.0,53,75.12
1774,-13486546.0,41,94.23
1775,-7179792.0,83,64.73
1776,-10160206.0,57,73.25
1777,-10309307.0,56,69.7
1778,-9892785.0,66,74.29
1779,-11960722.0,46,79.96
1780,-11486640.0,54,78.92
1781,-10195161.0,52,69.92
1782,-9036578.0,49,68.82
1783,-11660996.0,39,76.5
1784,-14016384.0,40,85.47
1785,-11754890.0,34,74.99
1786,-10284155.0,53,73.15
1787,-14213405.0,52,89.14
1788,-12808521.0,48,91.13
1789,-10902434.0,62,81.79
1790,-10603096.0,26,74.33
1791,-12045641.0,23,77.62
1792,-11503401.0,46,79.15
1793,-11424343.0,47,78.61
1794,-12615335.0,28,82.73
1795,-13718133.0,62,91.53
1796,-10671369.0,58,78.69
1797,-10977924.0,31,77.94
1798,-11135844.0,44,82.31
1799,-13082139.0,39,84.41
1800,-14235744.0,25,96.48
1801,-12326492.0,40,83.38
1802,-13236171.0,54,88.85
1803,-12964629.0,46,91.4
1804,-13208841.0,24,81.63
1805,-13587055.0,52,89.52
1806,-11344587.0,40,76.98
1807,-11550637.0,59,75.54
1808,-11709626.0,52,78.35
1809,-10029624.0,63,71.77
1810,-11073217.0,33,71.64
1811,-10463205.0,64,75.65
1812,-12816407.0,53,89.26
1813,-12213420.0,62,85.17
1814,-11307876.0,72,84.51
1815,-9627738.0,42,67.2
1816,-11287229.0,53,75.33
1817,-10430199.0,55,77.21
1818,-11209037.0,54,80.23
1819,-11953421.0,56,88.96
1820,-13547017.0,58,88.38
1821,-8655752.0,76,71.99
1822,-12837407.0,39,85.73
1823,-9815385.0,54,68.31
1824,-11505809.0,34,81.82
1825,-8877626.0,44,63.51
1826,-15207848.0,30,91.8
1827,-13919787.0,34,77.13
1828,-9538090.0,47,72.69
1829,-10126182.0,40,77.35
1830,-12414106.0,63,86.43
1831,-10399013.0,74,78.07
1832,-8548214.0,65,67.84
1833,-13922933.0,28,84.8
1834,-13692201.0,42,86.81
1835,-15404561.0,22,94.12
1836,-9074542.0,62,67.78
1837,-10624535.0,56,74.18
1838,-10623692.0,41,74.16
1839,-13259845.0,34,84.42
1840,-10353202.0,50,67.05
1841,-10478819.0,45,77.11
1842,-10060332.0,62,75.14
1843,-12085109.0,50,86.16
1844,-6892190.0,62,56.59
1845,-11962269.0,67,82.5
1846,-8262831.0,72,68.42
1847,-10286305.0,44,73.37
1848,-11939004.0,52,77.89
1849,-13343972.0,57,85.93
1850,-10421129.0,51,79.65
1851,-12995587.0,47,82.58
1852,-10067889.0,40,77.1
1853,-10580677.0,48,73.3
1854,-11365146.0,53,75.2
1855,-11065516.0,53,79.89
1856,-13795398.0,34,88.69
1857,-9485142.0,32,69.45
1858,-10720516.0,67,77.45
1859,-12183340.0,49,78.35
1860,-7456074.0,53,60.77
1861,-10903291.0,55,75.43
1862,-12421077.0,24,79.16
1863,-11479448.0,43,76.7
1864,-14309707.0,28,84.36
1865,-9740030.0,69,76.25
1866,-14457308.0,41,97.12
1867,-18161292.0,28,108.47
1868,-10362526.0,68,73.99
1869,-10383060.0,47,73.72
1870,-12306576.0,47,76.92
1871,-15268221.0,24,93.35
1872,-12798449.0,56,79.7
1873,-13829986.0,38,82.82
1874,-12523487.0,44,82.44
1875,-13040529.0,68,82.93
1876,-16874964.0,42,104.54
1877,-9206066.0,74,65.02
1878,-11205692.0,34,74.16
1879,-13428134.0,42,88.59
1880,-13309045.0,40,87.59
1881,-12148051.0,66,87.72
1882,-17035610.0,18,97.05
1883,-13893539.0,38,93.86
1884,-10247865.0,33,73.69
1885,-9465682.0,65,68.04
1886,-11256700.0,69,78.53
1887,-13304523.0,48,91.95
1888,-10066445.0,62,76.92
1889,-11045080.0,29,75.75
1890,-11070764.0,41,75.16
1891,-14774357.0,37,89.92
1892,-16858617.0,42,95.58
1893,-11314908.0,69,76.0
1894,-10468454.0,70,76.95
1895,-12445390.0,29,83.42
1896,-10133146.0,38,72.4
1897,-12050439.0,47,76.61
1898,-13517186.0,26,90.38
1899,-13814244.0,42,93.97
1900,-13889543.0,60,84.19
1901,-15458322.0,45,96.53
1902,-11559408.0,48,81.46
1903,-11975355.0,42,76.33
1904,-11818518.0,34,83.46
1905,-13246234.0,50,82.97
1906,-11182075.0,34,75.75
1907,-11221136.0,45,77.39
1908,-13198279.0,38,89.63
1909,-12789045.0,26,86.41
1910,-11233192.0,62,81.41
1911,-11322349.0,54,79.1
1912,-10295731.0,55,75.95
1913,-12922079.0,32,78.91
1914,-13712320.0,44,87.78
1915,-10169728.0,61,73.42
1916,-11841580.0,60,79.61
1917,-11874240.0,63,82.96
1918,-16106110.0,64,102.55
1919,-12767824.0,54,80.23
1920,-11891724.0,45,84.47
1921,-10480155.0,30,72.22
1922,-12108110.0,53,83.59
1923,-13098115.0,29,86.98
1924,-7757987.0,68,63.09
1925,-13081695.0,43,83.69
1926,-10103183.0,61,77.35
1927,-13168753.0,36,83.33
1928,-13336896.0,33,82.8
1929,-9666382.0,46,68.52
1930,-8886632.0,70,66.06
1931,-10928488.0,35,74.24
1932,-13180080.0,46,77.93
1933,-10377665.0,54,73.86
1934,-11465437.0,52,75.75
1935,-12689854.0,30,83.03
1936,-6732202.0,59,61.28
1937,-15681918.0,41,91.66
1938,-14516048.0,33,93.53
1939,-11903677.0,54,80.71
1940,-11619194.0,49,77.95
1941,-11515453.0,67,77.25
1942,-14393021.0,34,90.76
1943,-10601345.0,73,76.42
1944,-9286457.0,53,69.32
1945,-11402477.0,84,86.44
1946,-12493836.0,52,81.24
1947,-8073193.0,66,67.06
1948,-14683445.0,59,93.02
1949,-12842457.0,64,84.09
1950,-8619821.0,62,64.43
1951,-12635222.0,56,81.94
1952,-13973542.0,50,91.54
1953,-10081004.0,64,78.94
1954,-9593343.0,34,70.52
1955,-10046207.0,49,78.33
1956,-13469532.0,38,86.82
1957,-15623333.0,31,92.26
1958,-9062440.0,48,68.25
1959,-11678020.0,51,85.21
1960,-11932815.0,33,82.8
1961,-14131172.0,59,86.81
1962,-14762828.0,43,94.46
1963,-7869150.0,68,68.01
1964,-10482383.0,66,74.88
1965,-11325460.0,39,72.3
1966,-13592989.0,39,90.74
1967,-9146558.0,52,71.39
1968,-13785309.0,46,88.88
1969,-13622494.0,44,92.84
1970,-9993308.0,63,73.66
1971,-10467052.0,57,79.81
1972,-11083825.0,34,71.91
1973,-10187329.0,64,69.22
1974,-9440679.0,63,70.35
1975,-10960558.0,59,82.8
1976,-11067402.0,67,78.35
1977,-6809875.0,75,58.76
1978,-8815003.0,66,72.68
1979,-10170339.0,47,70.73
1980,-10511607.0,49,75.56
1981,-9457414.0,62,69.6
1982,-10046703.0,58,72.81
1983,-10702136.0,67,76.17
1984,-12184310.0,55,79.01
1985,-14153371.0,38,84.64
1986,-9626140.0,53,70.13
1987,-10335371.0,56,74.01
1988,-10348572.0,49,68.34
1989,-11755767.0,36,80.77
1990,-10535018.0,44,75.02
1991,-12018776.0,56,77.88
1992,-11762063.0,36,79.28
1993,-15886590.0,32,91.2
1994,-9781334.0,62,72.12
1995,-10531520.0,54,80.61
1996,-11675189.0,65,82.39
1997,-12735823.0,63,85.98
1998,-11887477.0,39,81.58
1999,-9754019.0,59,76.17
2000,-13459539.0,53,83.35
2001,-15582244.0,19,90.81
2002,-14137917.0,32,90.01
2003,-14293268.0,47,90.03
2004,-10417024.0,53,75.06
2005,-12865934.0,51,80.63
2006,-13387699.0,44,94.19
2007,-14788020.0,37,92.49
2008,-11313988.0,86,90.74
2009,-13850289.0,24,88.34
2010,-11362766.0,46,78.32
2011,-16231620.0,22,94.25
2012,-13553073.0,36,89.03
2013,-11177911.0,37,77.67
2014,-12494711.0,58,80.63
2015,-13177452.0,62,92.74
2016,-11442008.0,50,80.96
2017,-9842432.0,48,69.9
2018,-14650659.0,66,92.38
2019,-9355369.0,63,75.77
2020,-14358092.0,27,87.95
2021,-13093976.0,43,82.64
2022,-9940063.0,43,71.33
2023,-11573696.0,60,76.52
2024,-14128543.0,43,94.29
2025,-10466805.0,62,70.49
2026,-15308573.0,27,92.21
2027,-14298678.0,24,84.66
2028,-12763138.0,46,83.77
2029,-13496061.0,56,82.69
2030,-15900879.0,22,91.49
2031,-15863333.0,29,93.47
2032,-11447131.0,45,80.95
2033,-9304348.0,51,72.05
2034,-13691710.0,66,86.66
2035,-12036955.0,60,86.26
2036,-13081850.0,39,82.94
2037,-14101489.0,26,93.84
2038,-16664746.0,52,99.9
2039,-10997540.0,46,76.15
2040,-13837181.0,40,86.84
2041,-15061845.0,47,95.77
2042,-12045964.0,58,79.92
2043,-10308789.0,55,71.19
2044,-9599450.0,46,69.6
2045,-10488618.0,62,79.82
2046,-11603057.0,50,76.6
2047,-10818635.0,40,72.54
2048,-13578594.0,50,91.58
2049,-12373942.0,52,84.9
2050,-10518890.0,50,72.53
2051,-10260927.0,52,74.22
2052,-14664504.0,55,90.85
2053,-10105592.0,64,72.09
2054,-13856492.0,26,82.87
2055,-16011904.0,23,91.88
2056,-8891283.0,55,68.4
2057,-8997310.0,63,76.14
2058,-9886612.0,44,72.76
2059,-12591562.0,25,83.93
2060,-13158122.0,50,85.05
2061,-15546813.0,52,100.01
2062,-12076371.0,56,84.26
2063,-11433226.0,48,83.63
2064,-11724737.0,58,82.2
2065,-11601898.0,27,82.87
2066,-13231289.0,62,84.94
2067,-8200180.0,59,63.6
2068,-13873166.0,39,95.4
2069,-11830382.0,58,86.48
2070,-14751842.0,40,87.38
2071,-11190621.0,50,79.79
2072,-14436499.0,48,89.8
2073,-13120656.0,35,82.05
2074,-12190673.0,55,81.34
2075,-8280633.0,62,67.79
2076,-8111019.0,62,66.31
2077,-9574199.0,47,70.27
2078,-11294126.0,43,75.38
2079,-10133352.0,30,67.09
2080,-14669629.0,60,92.58
2081,-11514929.0,36,79.51
2082,-14622293.0,30,87.6
2083,-12751914.0,57,80.52
2084,-11437241.0,65,79.47
2085,-12821285.0,72,92.95
2086,-9053599.0,48,64.65
2087,-14549423.0,38,88.18
2088,-13135967.0,77,91.51
2089,-12365403.0,43,84.6
2090,-8617354.0,57,73.87
2091,-6454469.0,63,57.96
2092,-10374605.0,44,77.47
2093,-14182719.0,37,90.7
2094,-10931585.0,58,76.2
2095,-16055663.0,32,101.02
2096,-10239169.0,62,71.94
2097,-14018024.0,36,87.81
2098,-9932266.0,56,75.24
2099,-10396381.0,52,69.59
2100,-10743678.0,40,77.06
2101,-15582674.0,45,91.57
2102,-12418636.0,47,85.93
2103,-12688819.0,62,85.12
2104,-13764980.0,42,85.76
2105,-13466627.0,31,85.62
2106,-13600613.0,51,86.32
2107,-12420061.0,51,84.71
2108,-11449883.0,42,75.03
2109,-13850953.0,45,96.4
2110,-9231039.0,44,63.32
2111,-11749904.0,52,81.48
2112,-14148617.0,49,96.46
2113,-13323930.0,26,82.99
2114,-10855038.0,48,73.57
2115,-9938119.0,53,72.71
2116,-11509211.0,60,81.69
2117,-13716333.0,33,81.98
2118,-15694174.0,32,93.27
2119,-11444016.0,42,77.55
2120,-12707416.0,27,78.43
2121,-12735750.0,53,82.79
2122,-12507088.0,37,83.63
2123,-9142084.0,64,68.21
2124,-9234326.0,80,74.7
2125,-13229949.0,20,86.21
2126,-12468351.0,52,89.52
2127,-12747154.0,42,84.22
2128,-11306416.0,33,78.54
2129,-11146577.0,52,78.39
2130,-9559644.0,48,68.73
2131,-8794541.0,58,71.21
2132,-10521623.0,48,72.08
2133,-11738511.0,39,80.19
2134,-8280668.0,37,66.68
2135,-11606493.0,44,79.5
2136,-11114166.0,28,79.1
2137,-14304155.0,29,92.26
2138,-11872936.0,37,79.31
2139,-15693647.0,22,98.4
2140,-9926199.0,54,67.04
2141,-10987028.0,68,76.55
2142,-13487014.0,46,84.69
2143,-16539206.0,28,95.29
2144,-11413068.0,36,83.28
2145,-7158725.0,74,64.88
2146,-11765816.0,66,79.95
2147,-14089867.0,39,88.48
2148,-13953300.0,50,92.08
2149,-15646517.0,51,98.25
2150,-14056560.0,36,86.74
2151,-13725801.0,41,87.14
2152,-5547984.0,78,61.45
2153,-11612423.0,40,83.19
2154,-10157621.0,64,78.88
2155,-12875435.0,39,85.64
2156,-10033007.0,74,73.69
2157,-9689898.0,64,70.93
2158,-12449236.0,33,83.1
2159,-9485031.0,69,77.45
2160,-14821303.0,39,89.86
2161,-13570258.0,59,89.4
2162,-12975381.0,49,84.12
2163,-11915440.0,49,81.61
2164,-14602132.0,52,96.38
2165,-12088180.0,41,80.43
2166,-11856288.0,39,77.36
2167,-13214697.0,41,78.09
2168,-9733348.0,43,70.73
2169,-8457541.0,57,67.75
2170,-13116526.0,40,85.06
2171,-11389828.0,63,81.09
2172,-14023869.0,31,93.47
2173,-12761925.0,48,81.77
2174,-15774802.0,35,91.51
2175,-14827221.0,47,96.11
2176,-11789135.0,36,79.22
2177,-11139036.0,44,77.0
2178,-8280828.0,66,64.45
2179,-16435398.0,38,103.63
2180,-8999554.0,54,63.83
2181,-10750929.0,40,78.33
2182,-13729216.0,63,93.84
2183,-9746738.0,50,71.31
2184,-12805271.0,50,77.9
2185,-13311331.0,36,87.44
2186,-14396982.0,48,94.69
2187,-9412355.0,30,72.91
2188,-12012182.0,27,79.95
2189,-12401762.0,62,81.07
2190,-13528871.0,31,90.24
2191,-9470853.0,40,69.69
2192,-15519130.0,33,94.31
2193,-14643025.0,35,92.48
2194,-16234573.0,42,94.77
2195,-10944737.0,51,79.1
2196,-14022567.0,62,93.52
2197,-12731302.0,40,84.23
2198,-12893104.0,46,83.45
2199,-13100169.0,46,77.97
2200,-10933870.0,49,73.58
2201,-10478117.0,78,76.32
2202,-14084939.0,43,91.35
2203,-13720804.0,49,89.91
2204,-13086896.0,50,91.57
2205,-14148189.0,39,90.44
2206,-14537412.0,46,92.53
2207,-10643661.0,54,75.75
2208,-14743056.0,42,85.1
2209,-8792491.0,38,70.88
2210,-8324172.0,55,65.37
2211,-10987202.0,39,73.17
2212,-11334335.0,47,79.38
2213,-13877294.0,52,85.19
2214,-9366953.0,60,71.24
2215,-12483367.0,29,73.47
2216,-15177519.0,11,91.53
2217,-13929509.0,20,85.35
2218,-13961608.0,56,86.27
2219,-14309627.0,43,92.73
2220,-12657841.0,54,84.53
2221,-15877890.0,28,98.15
2222,-10916298.0,36,72.69
2223,-10923270.0,60,77.12
2224,-15588295.0,40,95.03
2225,-13447515.0,50,89.62
2226,-12551820.0,27,82.76
2227,-11088136.0,54,75.49
2228,-11248739.0,57,83.29
2229,-13154320.0,40,84.92
2230,-13059540.0,36,88.9
2231,-14054694.0,34,88.77
2232,-10700469.0,47,74.14
2233,-13014685.0,68,91.36
2234,-10149140.0,57,77.01
2235,-9701946.0,66,73.15
2236,-12503355.0,68,74.47
2237,-11949616.0,36,84.28
2238,-12454074.0,37,84.0
2239,-12107649.0,45,75.92
2240,-15107068.0,42,94.17
2241,-11961861.0,57,80.74
2242,-8692681.0,48,70.28
2243,-11352339.0,61,81.29
2244,-13634639.0,46,87.9
2245,-11636235.0,66,82.21
2246,-11253578.0,47,75.32
2247,-9745818.0,61,70.88
2248,-15559973.0,26,92.14
2249,-12942748.0,62,86.11
2250,-9405809.0,50,73.47
2251,-11520366.0,49,77.05
2252,-12449848.0,69,89.66
2253,-10065712.0,46,72.17
2254,-14827176.0,42,90.68
2255,-12150872.0,61,75.93
2256,-8874651.0,47,71.82
2257,-10591900.0,48,72.95
2258,-9444398.0,65,70.8
2259,-10148592.0,59,75.21
2260,-10463929.0,64,76.63
2261,-13032656.0,51,86.91
2262,-12153819.0,39,80.69
2263,-11192288.0,29,76.91
2264,-11658900.0,52,80.18
2265,-12536793.0,55,82.4
2266,-10502727.0,41,74.99
2267,-8300268.0,43,62.99
2268,-7861715.0,71,62.94
2269,-13109820.0,36,91.99
2270,-9503540.0,66,70.68
2271,-13470676.0,47,75.42
2272,-13013578.0,32,83.79
2273,-14919521.0,31,91.24
2274,-12523402.0,54,84.73
2275,-11685916.0,54,83.66
2276,-9469444.0,59,75.57
2277,-10169396.0,66,83.67
2278,-10660178.0,42,71.53
2279,-8769830.0,67,63.11
2280,-9079485.0,74,72.49
2281,-9021578.0,48,69.24
2282,-16993200.0,20,104.08
2283,-13769176.0,57,94.2
2284,-14463994.0,30,91.61
2285,-11455998.0,53,85.05
2286,-10473942.0,42,74.84
2287,-15436872.0,42,100.36
2288,-9787833.0,46,74.86
2289,-7996469.0,60,67.11
2290,-15106994.0,76,90.98
2291,-11038142.0,61,76.9
2292,-9040273.0,74,71.54
2293,-12080061.0,32,73.71
2294,-13070819.0,40,84.81
2295,-13411061.0,20,81.41
2296,-12357588.0,43,82.9
2297,-10407517.0,61,75.08
2298,-10929637.0,70,79.78
2299,-13644740.0,34,85.57
2300,-11769716.0,39,79.87
2301,-11434290.0,50,77.7
2302,-10391191.0,79,77.87
2303,-12300087.0,42,85.07
2304,-10960960.0,49,80.88
2305,-14028651.0,28,88.11
2306,-8824591.0,45,63.55
2307,-10641783.0,46,75.61
2308,-11971567.0,60,78.68
2309,-11590684.0,52,80.14
2310,-8678276.0,59,68.89
2311,-12116613.0,38,82.35
2312,-12599067.0,41,84.8
2313,-8357956.0,72,67.28
2314,-12212802.0,58,79.47
2315,-10487749.0,55,79.88
2316,-10491164.0,53,74.21
2317,-13809340.0,52,86.21
2318,-13742058.0,53,86.84
2319,-14100353.0,42,98.58
2320,-14430708.0,42,96.34
2321,-11687242.0,42,82.53
2322,-10167749.0,62,75.2
2323,-6974287.0,71,62.69
2324,-8959994.0,62,69.88
2325,-10645027.0,51,80.24
2326,-11863101.0,43,77.75
2327,-11074280.0,53,77.91
2328,-12752122.0,38,81.94
2329,-13770090.0,47,91.38
2330,-10177580.0,56,73.12
2331,-14794834.0,64,97.26
2332,-11620997.0,48,78.6
2333,-10183192.0,49,76.91
2334,-11193090.0,43,77.46
2335,-10916003.0,36,78.9
2336,-10347902.0,35,75.38
2337,-11316730.0,67,74.02
2338,-11046482.0,44,73.06
2339,-14003757.0,45,89.77
2340,-13907959.0,36,88.89
2341,-15503525.0,57,103.61
2342,-13063208.0,29,81.35
2343,-14516058.0,44,90.95
2344,-7385121.0,72,61.52
2345,-11725967.0,35,78.42
2346,-11479169.0,53,78.69
2347,-14764680.0,20,90.42
2348,-9156349.0,47,65.74
2349,-8465717.0,68,66.85
2350,-13672805.0,39,90.58
2351,-10259390.0,56,74.17
2352,-13004071.0,58,89.82
2353,-8220986.0,72,70.57
2354,-12170373.0,40,79.47
2355,-9094156.0,51,71.67
2356,-12845079.0,56,85.55
2357,-11589171.0,62,81.05
2358,-12931939.0,27,82.65
2359,-12135861.0,44,77.95
2360,-10147322.0,68,81.15
2361,-12151175.0,71,86.48
2362,-9856440.0,42,78.53
2363,-9381335.0,43,66.69
2364,-14624525.0,24,89.4
2365,-9588183.0,41,71.93
2366,-11770070.0,58,79.08
2367,-11134861.0,70,75.61
2368,-10981949.0,57,76.01
2369,-10215475.0,35,69.51
2370,-9058630.0,48,68.65
2371,-12261641.0,65,80.28
2372,-10999996.0,42,77.63
2373,-8787068.0,67,66.15
2374,-9718681.0,41,67.8
2375,-13134568.0,60,83.87
2376,-16772140.0,24,92.33
2377,-14015141.0,44,85.75
2378,-15790765.0,32,91.18
2379,-12463042.0,53,86.95
2380,-12252750.0,65,81.04
2381,-11717241.0,67,77.68
2382,-11275961.0,60,77.31
2383,-9846573.0,74,74.72
2384,-10119370.0,68,82.95
2385,-14900638.0,42,98.34
2386,-15063063.0,44,91.25
2387,-9002526.0,56,65.69
2388,-12546963.0,53,84.33
2389,-17413554.0,40,104.1
2390,-7878352.0,63,62.6
2391,-10462759.0,59,75.69
2392,-10014735.0,65,78.2
2393,-13623484.0,43,91.71
2394,-12604728.0,34,83.56
2395,-11614476.0,48,75.38
2396,-10234674.0,53,70.86
2397,-12963807.0,61,83.98
2398,-10708900.0,68,74.2
2399,-7409358.0,44,56.52
2400,-13626906.0,61,88.12
2401,-13223752.0,33,87.98
2402,-11345159.0,55,78.53
2403,-10510046.0,37,74.83
2404,-9644660.0,35,73.25
2405,-13112765.0,49,85.85
2406,-13993062.0,42,91.11
2407,-13059172.0,34,87.14
2408,-9389901.0,56,66.02
2409,-10698995.0,37,80.59
2410,-13360772.0,31,85.74
2411,-17768653.0,38,101.98
2412,-10158499.0,39,72.52
2413,-13165482.0,62,90.01
2414,-13301762.0,55,87.89
2415,-12563786.0,56,86.05
2416,-14285097.0,40,93.2
2417,-12530485.0,74,86.79
2418,-8031326.0,51,68.95
2419,-10372087.0,65,72.93
2420,-13454145.0,57,86.34
2421,-9781155.0,39,68.5
2422,-12560732.0,54,83.31
2423,-12837582.0,60,80.09
2424,-12272806.0,48,77.37
2425,-10520758.0,54,80.23
2426,-9919685.0,47,71.62
2427,-11477855.0,45,78.62
2428,-14535610.0,35,94.02
2429,-10374598.0,48,78.15
2430,-12891374.0,37,83.55
2431,-9872716.0,54,79.23
2432,-10277259.0,50,78.6
2433,-12767237.0,26,87.55
2434,-10587042.0,54,76.36
2435,-10398786.0,41,73.78
2436,-13805701.0,39,87.89
2437,-11647636.0,45,81.93
2438,-9933272.0,47,69.19
2439,-13261697.0,55,88.73
2440,-14576570.0,48,90.65
2441,-13790901.0,49,90.13
2442,-8358832.0,48,64.57
2443,-6740330.0,52,60.13
2444,-10122281.0,63,78.03
2445,-11551087.0,38,80.82
2446,-14101123.0,50,91.88
2447,-10332292.0,50,76.0
2448,-13528677.0,40,87.69
2449,-9517528.0,55,68.98
2450,-11387753.0,45,77.51
2451,-14977938.0,30,85.86
2452,-11248000.0,68,73.36
2453,-8756728.0,60,70.4
2454,-10593635.0,75,81.93
2455,-9464182.0,54,72.54
2456,-9197724.0,44,63.8
2457,-12514447.0,52,81.16
2458,-12478331.0,32,78.3
2459,-13644275.0,42,85.88
2460,-10129279.0,60,73.4
2461,-6713912.0,59,56.53
2462,-12599224.0,36,82.04
2463,-12038110.0,46,79.74
2464,-11147389.0,42,75.1
2465,-8735886.0,46,67.37
2466,-9612844.0,56,69.98
2467,-10661287.0,58,71.93
2468,-12855230.0,49,90.16
2469,-13644891.0,54,85.51
2470,-11110345.0,66,80.03
2471,-9030290.0,41,71.8
2472,-9156615.0,26,67.94
2473,-10552325.0,63,75.16
2474,-16152292.0,48,99.38
2475,-11936922.0,49,80.53
2476,-13826203.0,40,88.01
2477,-18774921.0,31,107.58
2478,-9450640.0,44,68.52
2479,-11200382.0,48,74.55
2480,-13169866.0,32,78.09
2481,-6667174.0,41,58.71
2482,-13266902.0,59,81.68
2483,-10690743.0,67,80.38
2484,-13444852.0,52,86.73
2485,-12218183.0,48,78.23
2486,-8499330.0,51,62.74
2487,-12842673.0,55,79.82
2488,-12383171.0,44,75.88
2489,-11610620.0,45,79.15
2490,-10697788.0,48,76.44
2491,-9622482.0,55,73.33
2492,-10158963.0,65,78.94
2493,-14383127.0,32,89.58
2494,-13530006.0,37,85.82
2495,-12736563.0,47,76.25
2496,-12400428.0,38,77.65
2497,-7551452.0,71,62.6
2498,-8615983.0,73,67.78
2499,-12241027.0,27,84.58
2500,-11339856.0,45,74.54
2501,-13454115.0,66,87.29
2502,-10249345.0,62,78.0
2503,-10950225.0,43,69.25
2504,-13503496.0,35,84.74
2505,-13893093.0,39,85.5
2506,-13131808.0,36,82.97
2507,-12634351.0,48,91.15
2508,-9495895.0,48,74.13
2509,-13101055.0,43,82.03
2510,-14545231.0,32,87.74
2511,-11731959.0,42,78.29
2512,-12082194.0,59,84.07
2513,-13621550.0,31,86.57
2514,-8525702.0,47,70.84
2515,-12824708.0,48,81.41
2516,-15565208.0,25,94.96
2517,-15510677.0,30,95.21
2518,-16675019.0,19,97.62
2519,-9935227.0,44,71.68
2520,-13348065.0,48,88.47
2521,-14111521.0,38,87.5
2522,-12692827.0,37,85.39
2523,-11543399.0,39,77.91
2524,-10310996.0,46,68.59
2525,-10667604.0,31,75.98
2526,-9591354.0,54,68.58
2527,-12947816.0,29,78.22
2528,-9976063.0,41,77.83
2529,-13345781.0,29,84.01
2530,-12751286.0,63,92.18
2531,-10658776.0,34,80.09
2532,-12922471.0,45,85.26
2533,-12286329.0,34,80.83
2534,-13755448.0,27,87.6
2535,-16999384.0,57,103.57
2536,-10795701.0,44,80.21
2537,-9187858.0,63,77.32
2538,-12336892.0,37,77.71
2539,-10435694.0,53,71.36
2540,-16423331.0,45,101.1
2541,-10415056.0,54,78.13
2542,-9844880.0,52,66.45
2543,-7651506.0,66,58.27
2544,-9167943.0,72,66.0
2545,-9596533.0,63,79.62
2546,-8444548.0,52,62.52
2547,-17576299.0,36,106.35
2548,-8259806.0,57,62.74
2549,-10972204.0,45,77.0
2550,-7021136.0,58,61.34
2551,-10995826.0,62,82.09
2552,-12091563.0,64,88.46
2553,-10060833.0,86,76.7
2554,-13944880.0,38,85.49
2555,-9623842.0,61,75.49
2556,-10251743.0,48,71.0
2557,-11412261.0,47,81.11
2558,-11067632.0,36,75.82
2559,-12647692.0,46,81.05
2560,-11421156.0,33,74.51
2561,-11386184.0,55,76.11
2562,-11055271.0,53,77.88
2563,-10804133.0,54,79.78
2564,-10342156.0,51,76.69
2565,-11592328.0,65,81.67
2566,-10795295.0,53,74.43
2567,-9503178.0,48,75.32
2568,-9987570.0,37,66.59
2569,-15977188.0,25,88.59
2570,-11604424.0,48,86.24
2571,-11615025.0,45,83.82
2572,-7675747.0,70,65.34
2573,-10819628.0,58,78.34
2574,-11475559.0,49,79.14
2575,-8471498.0,47,69.52
2576,-12351629.0,53,81.36
2577,-13287542.0,46,86.37
2578,-12619600.0,45,82.04
2579,-15123033.0,54,91.18
2580,-9532726.0,45,72.06
2581,-14364436.0,55,98.59
2582,-13380065.0,70,89.33
2583,-11464028.0,51,85.27
2584,-10277590.0,56,73.03
2585,-12643621.0,49,82.02
2586,-11514639.0,44,80.3
2587,-12017224.0,26,79.12
2588,-9421737.0,44,67.31
2589,-11328449.0,52,78.72
2590,-13278252.0,41,80.2
2591,-14387282.0,42,87.9
2592,-11345999.0,35,76.41
2593,-13567760.0,46,88.48
2594,-9626048.0,66,79.87
2595,-12413251.0,41,81.12
2596,-10215377.0,60,73.28
2597,-8967604.0,42,62.8
2598,-12693705.0,52,80.91
2599,-7873000.0,55,66.28
2600,-12316167.0,55,81.38
2601,-10861746.0,41,74.89
2602,-11092449.0,45,82.82
2603,-9236827.0,37,72.59
2604,-12482949.0,27,82.14
2605,-14259258.0,37,90.47
2606,-10190757.0,46,71.32
2607,-10947841.0,59,73.49
2608,-12055549.0,41,75.91
2609,-13841408.0,44,86.29
2610,-12164203.0,49,83.34
2611,-13287560.0,45,87.13
2612,-11203159.0,59,80.28
2613,-9945289.0,66,78.97
2614,-8950806.0,41,65.92
2615,-12844742.0,30,83.69
2616,-10284656.0,42,73.95
2617,-12957393.0,39,80.32
2618,-13023869.0,72,88.29
2619,-11862401.0,64,85.03
2620,-11547394.0,49,80.08
2621,-11211372.0,40,77.72
2622,-13672733.0,35,88.44
2623,-9934037.0,60,73.73
2624,-10557126.0,53,75.4
2625,-10913472.0,63,74.42
2626,-7646296.0,102,71.65
2627,-9075644.0,47,63.39
2628,-10383490.0,53,74.85
2629,-14932439.0,56,94.96
2630,-10210205.0,48,72.47
2631,-11419402.0,56,82.9
2632,-14373483.0,27,91.96
2633,-15417959.0,42,93.16
2634,-11003782.0,53,79.32
